,y
0,5.097238020455306
1,7.008591777754438
2,5.937954905198561
3,4.339988411036302
4,3.9164698474030297
5,4.503516027890572
6,5.2670663917209355
7,3.5583099460358505
8,7.912311586605039
9,5.926962829964724
10,5.998671317036947
11,5.81478930598935
12,6.862528737203043
13,6.129015810794514
14,3.8025762757574375
15,4.759164743566136
16,4.76030408281923
17,4.518947391211796
18,3.4770504142120595
19,7.149002253254807
20,5.839909660063718
21,5.561515813265178
22,5.309653725806375
23,7.083582050857585
24,5.942109413461665
25,4.017524165918809
26,5.025134311773018
27,4.7551900084830265
28,4.191355827840075
29,3.863109416742281
30,7.700317019677259
31,6.231406045811365
32,5.801969321243147
33,5.306538924387507
34,7.535728903217541
35,5.520161881215229
36,4.357083110783013
37,5.203888644326596
38,4.559636637675393
39,4.1161907273028575
40,3.6306317904285312
41,7.180276674718195
42,5.333226360980485
43,5.998814402783259
44,5.340066436317793
45,7.621254803921538
46,5.5228342651317694
47,4.275673791256646
48,5.075484442816762
49,4.76881032639628
50,4.447310023382555
51,4.6664432418670785
52,6.81861723995886
53,5.204289686869926
54,5.382146630979197
55,5.095980605622654
56,7.920804036507766
57,5.667351786475284
58,3.849811157826152
59,5.445084175826218
60,5.297609290694545
61,5.060598140790053
62,4.893578561204689
63,7.250919305053076
64,5.860975560230043
65,5.167991990237799
66,6.460187853504168
67,3.9081304329553856
68,3.35558077542199
69,3.1918719306299277
70,4.441719155968447
71,3.3416278933166854
72,5.706084395084823
73,6.088738970365922
74,6.25074926331026
75,7.029240071024221
76,4.831826150066238
77,5.86804786731849
78,4.641482902371419
79,3.3592506408567067
80,3.231468144030982
81,4.934514936140063
82,3.427841281705833
83,5.37920652567393
84,6.338848267102628
85,6.3236462136869145
86,7.794857493918612
87,4.83281515269153
88,5.772583662546306
89,5.25547338330586
90,3.876871347758036
91,3.2623854269101136
92,5.045310237127885
93,3.3993661046857335
94,5.457204408324058
95,6.590976558978999
96,6.030184813136504
97,8.055601845430811
98,5.447216403595099
99,4.926875483683335
100,5.466866395605293
101,3.808547421551708
102,3.319958141612152
103,5.380341574665782
104,3.3827524295747553
105,5.31310525477358
106,6.239608976029425
107,6.193795355416206
108,7.115141109086442
109,6.16665528663003
110,4.058724967113748
111,5.763823672286498
112,3.494474349326407
113,3.385691917137982
114,5.9951823760466905
115,3.505639390915669
116,5.160251380753117
117,6.541323711312042
118,6.788314272467708
119,7.266946421018538
120,5.6503677648086095
121,4.5197007528351785
122,6.251699200424369
123,3.2968144872813445
124,3.4333763757928226
125,5.403175428369438
126,3.742459698558212
127,5.38151790112703
128,6.896701809866111
129,7.918734130075983
130,8.10141431266618
131,4.559125202751004
132,7.557920789022612
133,6.843178088247138
134,5.5496710220112755
135,3.864797260804437
136,2.925162453145734
137,2.6569373224635315
138,2.8152146119203287
139,5.290785080905208
140,2.50553307351505
141,5.09688635642111
142,4.8942380511716115
143,7.904046341873179
144,6.831129325570096
145,5.245458169923193
146,3.6729874654675605
147,2.6108054380192445
148,3.0865224490167327
149,2.3782109538129097
150,5.381985122167903
151,1.6028597934857935
152,4.609423276690915
153,3.7348393447793065
154,8.194089897006073
155,6.461140869874766
156,4.730825585760255
157,3.3591464277100336
158,2.38520639132393
159,2.8517241661298627
160,1.3810588762304943
161,5.252452377880136
162,1.5167611662568907
163,4.370002108888515
164,3.367126046280267
165,7.92269267047941
166,6.437610772054131
167,4.480162381734981
168,3.160243482054433
169,2.0807195218931773
170,2.4400713467683044
171,1.2541878590429532
172,4.617999555818163
173,2.993821280125923
174,4.184970784983162
175,4.176763734738677
176,8.18764316004874
177,6.812814627439726
178,5.011363281086274
179,3.0064975024535405
180,1.776746861076628
181,2.516454152664328
182,1.7969279226700925
183,4.10005343664705
184,3.8732639297698235
185,3.9117833887470335
186,4.74614937644289
187,8.059918490867465
188,7.005556678858882
189,5.493706466404082
190,3.0276603259079056
191,1.544931768106904
192,2.658758787945537
193,2.1735346659499135
194,4.286447769895347
195,4.495389761091512
196,4.196452466857938
197,4.132976209830616
198,5.4462372641611925
199,4.4359167887865345
200,3.0080139430066186
201,3.428651392185455
202,4.507389596449803
203,3.8588321066449445
204,3.937804868367599
205,2.219948291959768
206,4.94638819546138
207,5.778629198321156
208,3.5872797429100705
209,5.460445903484942
210,4.313034416595245
211,3.2208956026919298
212,3.470808526386036
213,4.213434348350665
214,3.7916224237572846
215,3.4644396703116946
216,1.7758421575746928
217,4.316921258231697
218,6.0508302101057785
219,3.7233365127672187
220,5.770661283054932
221,4.371088724697861
222,3.3150813975761775
223,3.426857006459966
224,3.742322687041889
225,3.587020383045698
226,2.821325308970487
227,1.8154999278506865
228,3.9821484444222386
229,6.285240115782174
230,3.8209024644608958
231,6.1006746162321015
232,4.4277150451969955
233,3.3502598319966044
234,3.4285793428178235
235,3.5056892611591204
236,3.404013870159989
237,2.3934177233185796
238,1.9982561112764436
239,4.328125930089083
240,6.345224922387654
241,3.989730274281022
242,6.243269870431101
243,4.456362801162227
244,3.543692166259791
245,3.363246647426935
246,3.5884250144463996
247,3.1723140277185826
248,2.099972013252468
249,1.9019884370217204
250,4.306353841415856
251,6.503976924613749
252,4.1448813556127675
253,6.5036267812977115
254,4.424514235770333
255,3.553026599834649
256,3.54558307504218
257,3.671863484967651
258,3.0807283547507174
259,2.148646603053209
260,1.561998546142449
261,4.637927288492368
262,6.697103004853879
263,4.311091834602155
264,5.50215645311674
265,2.4393471357273384
266,2.2872359566366427
267,2.797443675296069
268,3.9687050618087953
269,3.5482287008865585
270,4.988501562852928
271,6.961910199135376
272,6.322527184702024
273,5.734305337803095
274,3.5637672768631785
275,5.750843205193032
276,2.682080252758775
277,2.4775630647474403
278,2.7784569073485024
279,4.220145449261438
280,3.4179751666940676
281,4.920675364741538
282,7.076477981589932
283,6.119773493944564
284,5.5137833158095475
285,3.583934621882911
286,5.092190508432538
287,2.766062546505269
288,2.1139468193012245
289,2.9171980997017743
290,4.618992215700672
291,3.5965500231734135
292,5.193000625724239
293,7.013112247416354
294,5.728206623986709
295,5.5796951644981565
296,3.676103573804344
297,5.115205612245181
298,2.8737736186839786
299,2.116102284683816
300,2.9230900530431514
301,4.8658862773221765
302,3.887179233544794
303,5.749333995475931
304,7.138708247248414
305,5.638397352611668
306,6.174520416535125
307,3.623249887507071
308,5.616924138913314
309,2.8324787294747966
310,3.3844245565437054
311,2.957389065154511
312,4.5018910680119975
313,4.016691480451245
314,6.356535118931779
315,7.122665261995095
316,5.718307896439178
317,6.727897710160592
318,3.5389310512039365
319,5.678134840940432
320,2.8499970948634967
321,2.9586260452319864
322,3.066910393900773
323,4.375274745675911
324,3.8155336752637226
325,5.9118718259922405
326,6.896629724321908
327,5.537729074294788
328,7.135705573825565
329,3.458368490817886
330,4.218823802985266
331,4.2895214827129005
332,3.1627212278442105
333,3.348844032198726
334,4.491584055871982
335,4.27558908307997
336,5.179895640066095
337,5.990229856334363
338,7.203734789884249
339,6.310061976653353
340,4.390153975466542
341,4.934503971142133
342,4.88322140179241
343,3.274517630237396
344,3.3234632680163214
345,4.252622284518051
346,4.233090447450794
347,5.342335975054177
348,5.407560650848304
349,6.454789548122537
350,6.3012585586782475
351,4.130891583112876
352,4.2611809016256625
353,5.271671257118671
354,3.0856297370473644
355,3.466095441696684
356,4.332570373807465
357,4.1282048447429744
358,5.18768938407528
359,5.4982740593727515
360,6.238014014135317
361,6.579812801011315
362,4.1932130820490885
363,3.778994403785803
364,5.23933148657651
365,2.956248373596222
366,3.6123287681117997
367,4.551675802957859
368,4.015201789695265
369,5.326632036096455
370,5.727086084130894
371,5.396925441982673
372,7.0724212528336015
373,3.885424858005097
374,3.64633576536867
375,5.196791235619296
376,3.217650048239374
377,3.596612251093023
378,4.662109113073042
379,3.9226036192087896
380,5.8768415798370714
381,5.486560287495045
382,4.818724177076235
383,7.510602790522392
384,3.558791994852861
385,3.7044830414594307
386,4.648525046885543
387,3.330505350663334
388,3.674334151270409
389,4.756090185574468
390,4.107672657183333
391,5.793222963060948
392,6.236826090779731
393,4.615536743516838
394,7.6002801856167235
395,3.565133361597612
396,4.250233848769936
397,3.932186670109494
398,2.2309057400547845
399,3.8780880997107263
400,4.717367946688353
401,4.719794722115923
402,4.329370976617787
403,5.758256346461093
404,4.90783590677695
405,6.279878332564405
406,3.5319176189226376
407,3.9866473893315995
408,4.219799662999399
409,2.099566150584848
410,3.9370579059547817
411,4.7921602754177055
412,4.814621171657834
413,4.439697216429442
414,6.368982380706109
415,4.887511355692566
416,5.94662560631608
417,3.8068440335321814
418,3.9395212118909746
419,4.237512084774289
420,2.0561202200389372
421,3.8869084686564888
422,4.859496410979346
423,4.40025736816685
424,4.687716823543088
425,6.770225628298114
426,5.147644481096019
427,5.571792459086671
428,4.065877746042801
429,4.433510041520126
430,3.7299589992335425
431,2.1208142995230492
432,3.8692822133446656
433,4.682079102257865
434,4.183973460288085
435,4.751488379507194
436,7.019693203786281
437,5.354894811497152
438,5.683457403218856
439,4.17777900914415
440,4.670526252908182
441,3.418691774993804
442,2.223824657384742
443,3.6252390804554953
444,4.621540032644912
445,4.362620923539646
446,4.888842475420023
447,7.086564266639336
448,5.294955727691833
449,5.9505367355375585
450,4.261980164532173
451,4.4333171786654075
452,3.301019512115222
453,2.3372248616553692
454,3.5386078439232866
455,4.649700155068881
456,4.43752456424849
457,4.784872427590318
458,6.548240745067101
459,5.625036795544556
460,6.064539419722341
461,4.085844839169372
462,3.7920967558693204
463,3.980617457216518
464,3.1485947453200556
465,3.9968948154049713
466,4.6497677746329
467,4.574947446138347
468,5.620991242976471
469,7.917166755930596
470,7.280903558888419
471,8.506460513461462
472,5.246219618224652
473,3.9375294670636967
474,4.820077703691539
475,3.848837381258285
476,4.109971164503465
477,4.773322200386055
478,4.6202504517234155
479,5.816951420088672
480,8.614017381792005
481,7.539333801947867
482,8.40935315390502
483,5.303165181504867
484,3.5523536771861597
485,3.966740336190075
486,4.071352640223995
487,4.228145611034527
488,4.850235486068798
489,4.798231484834566
490,5.717375435384291
491,8.767648124352537
492,7.561452521892196
493,8.68507555150553
494,5.116298552869603
495,3.4589592624302856
496,3.067433764313564
497,3.743213120594384
498,4.27977039629276
499,4.9937895335715705
500,4.899799429876979
501,5.925766051111641
502,8.937421752574132
503,7.6196129457968595
504,8.866992203332389
505,4.906004174984895
506,3.6399384932905434
507,3.764232426387612
508,3.557965793665255
509,4.2798512707103
510,5.116261265114241
511,4.7546578731286555
512,5.715636749659652
513,8.536531151245097
514,7.631862298556843
515,9.738970810337598
516,4.9388323518144865
517,3.9038731583103163
518,4.688449260069759
519,3.6143318837092164
520,4.3851858929039045
521,5.487396551474958
522,4.616325359376367
523,5.748838185951997
524,8.07955277141691
525,7.954039103767619
526,9.571216201845532
527,4.993072977172624
528,3.845680577494254
529,6.669716698059569
530,3.9515215492933873
531,2.999049039475687
532,5.229862009460405
533,3.399904993604599
534,2.15433884669399
535,6.383096096966021
536,4.10532774142458
537,4.558334729961792
538,4.917701671023174
539,3.836433749038103
540,6.487395428696583
541,4.149177081898822
542,3.049952605477075
543,5.10247474555324
544,3.8773211646166263
545,1.845880486257924
546,6.169612929720183
547,5.069382962562508
548,3.63474124538578
549,4.871626643648516
550,3.8609235279143963
551,5.746664412014134
552,4.556794265793966
553,2.872509432646262
554,4.869821712512597
555,4.2642482790741525
556,1.509218358026247
557,5.829296926197919
558,4.317399203890171
559,3.7401925184777802
560,4.441869133071766
561,3.6018816571874464
562,4.980185649807993
563,4.814226124399369
564,2.90150981339763
565,4.673580185591121
566,4.053446610583896
567,1.0301223926229306
568,5.879321194640001
569,4.895337492254117
570,2.803054439634886
571,4.416573050878906
572,3.938232782699953
573,5.560325833684501
574,4.490448956641791
575,3.0868300905512074
576,4.497836594284101
577,4.694581005553265
578,1.3447828043788834
579,6.279279282894201
580,5.562866591191197
581,1.556948299560056
582,5.037625103631992
583,4.444162758874303
584,6.4673339514327575
585,3.8516494967378234
586,3.3186502280778427
587,4.038581388838679
588,5.788326908686276
589,2.56804532600891
590,7.366546187093727
591,6.026188753400659
592,1.7686458299688619
593,5.189348402646749
594,6.284735875525442
595,3.482202705520563
596,2.8489064197406964
597,3.474102166906574
598,5.6769635797926155
599,4.321836435452875
600,5.956577034346001
601,7.087679212763279
602,7.721584728660475
603,7.524020088530891
604,5.115667544834425
605,6.844690541810629
606,3.6614326773592456
607,2.7827485825079608
608,3.260400307658474
609,6.175685628599895
610,4.259720795316824
611,6.197092897723474
612,7.763010633567247
613,8.090324115321176
614,8.71925325956899
615,5.3447237788826545
616,6.6949574373116985
617,4.058425273137171
618,2.712920852395001
619,3.142987565921399
620,6.2136345161594315
621,4.193879513799244
622,6.567708270732969
623,8.526652456884026
624,8.177143334679052
625,9.02350995605893
626,5.775120181501567
627,6.923776360692705
628,4.421593795254423
629,2.671984497841054
630,3.012092451941478
631,6.564871865862793
632,4.244861832686761
633,6.108519598211138
634,8.368683229852873
635,7.51813388759786
636,7.640979604603533
637,6.05334572516445
638,7.049112043781128
639,4.337269615067007
640,2.621601363312788
641,3.0966737921502365
642,5.932120159938229
643,4.311809941899755
644,6.239038585486595
645,8.164289713772476
646,7.503800493653088
647,7.236317728234567
648,6.169734083124805
649,6.787843891364182
650,4.128979611967667
651,2.7232672343317557
652,3.265708819205824
653,6.3828302579858605
654,4.6284400784185795
655,6.914632617816531
656,7.8266555212795454
657,7.343700162922251
658,7.7642524489546725
659,6.170570397155316
660,5.526133049988584
661,4.822105278095856
662,3.6293387605342446
663,3.814969973551838
664,5.505373699810906
665,5.496655224601553
666,6.629332374221295
667,6.9663812938647816
668,5.914271936249712
669,5.570934105018992
670,4.30194458759771
671,5.594207664551949
672,4.872473121647457
673,3.5843359686321454
674,3.6928710432275085
675,5.498295148457735
676,5.668679765593202
677,6.431838383086922
678,6.80249739741339
679,6.5618896152458985
680,5.918937297004147
681,4.230456480671009
682,5.897785464753483
683,4.919277695984481
684,3.5051116261672948
685,3.6878319790593928
686,5.3786377370982335
687,5.683040568205356
688,6.258775438092404
689,6.690469037894051
690,6.761454737832352
691,6.478890269411943
692,4.142426699785794
693,4.547180964048536
694,5.08577214967694
695,3.4090619437520435
696,3.778731849159188
697,5.516800747123524
698,5.950188846983398
699,5.796411040826956
700,6.931591148741272
701,5.517246339671943
702,6.7777645556313475
703,4.26503494374746
704,5.140568884319515
705,5.693671735567564
706,3.511094698226496
707,3.866739643774626
708,5.669513291280095
709,6.091536251247806
710,4.776827576427247
711,6.854115440495619
712,5.02401051231346
713,7.015992942681008
714,4.2419446036783075
715,6.085770813081737
716,6.891309272690053
717,3.9126231454330362
718,3.9926348559744333
719,5.387642647018077
720,5.675712402033809
721,4.296948337994737
722,6.107043331103835
723,5.002387557633703
724,6.928963590927636
725,3.9891567207224474
726,6.311972379479467
727,4.1707842792635565
728,3.195746454446598
729,3.2661975352719876
730,3.9064287522695085
731,3.513225051681892
732,5.0757989917745405
733,7.861450944469662
734,8.645736390204346
735,7.264838385965504
736,4.14664234205007
737,6.390837248928188
738,4.168875478981871
739,3.6971792152504888
740,3.2967031847838126
741,3.857167382763689
742,3.480241038869397
743,5.1265955098866245
744,7.699127044433375
745,8.274152836727499
746,8.234383672484128
747,4.226953859741622
748,6.707832130705872
749,4.004360602835785
750,3.8663216419169872
751,3.3509684005959315
752,3.8793414790223277
753,3.5146342002498487
754,5.234097158762116
755,7.047444050649052
756,7.73846782295823
757,7.882669207689885
758,4.039870234427301
759,7.159709284269836
760,3.8125612499420853
761,3.647578056157944
762,3.4963971649772576
763,3.9752783152133504
764,3.706961625990707
765,5.403818549439551
766,7.7938014853944075
767,7.618599655457196
768,7.297216311613831
769,4.121537995513074
770,7.6080206114472535
771,3.751414809280339
772,3.610941095179364
773,3.5439634962964983
774,4.070384962734772
775,3.9093698051350163
776,5.760815154394397
777,7.72608125206791
778,7.173777873673561
779,7.020412811996518
780,4.223143562112857
781,7.52372979886385
782,3.680142876499091
783,3.4234141627323416
784,3.475382396133704
785,4.106552707406093
786,4.040211113560429
787,5.653251645272924
788,7.143397021584699
789,7.038159622708935
790,7.303352834119067
791,3.7409044180272937
792,2.480011059136411
793,2.613744561248951
794,3.6357374731729464
795,3.7308356089802746
796,5.98263396487698
797,4.658795732269716
798,6.389677825661099
799,8.005171657290003
800,8.129120741424478
801,6.5188068612078744
802,4.834009379848852
803,4.599163066055805
804,2.1917365273292915
805,3.2344180486876573
806,3.7443951674124456
807,5.5998830635361285
808,4.51608992329351
809,7.098630887342454
810,7.698066898451305
811,6.676466243266457
812,6.496816405347132
813,4.972779981251466
814,4.618621281692398
815,2.420946000106116
816,2.9587030800824694
817,3.648742195986358
818,6.055564726589699
819,4.4114727332094485
820,7.162557983229622
821,7.148518166305688
822,5.929641056591916
823,6.082136879006843
824,4.9941325603194295
825,3.9583819962638733
826,2.712814649784919
827,2.902766505517699
828,3.779301254285711
829,6.926520973736633
830,4.497211689710964
831,6.750467994492528
832,6.467054113898024
833,5.934605798758342
834,5.796622863563158
835,4.949008287416688
836,4.543351220133401
837,2.516415326702661
838,2.874552839591958
839,4.041730690910121
840,7.297736179213133
841,4.682932898762119
842,6.831057759745121
843,6.465684175062414
844,7.224972146532535
845,6.357297558830951
846,4.9953170834341005
847,3.523742471540043
848,2.8692931358010747
849,2.7418981702474854
850,3.9866003888579726
851,7.24865244153599
852,4.678706818833785
853,6.721192310549953
854,7.137046901798369
855,7.198100743014839
856,6.860139003163923
857,5.054759589331276
858,2.999750283247639
859,3.749142722048918
860,2.6982009372493043
861,4.062968122893066
862,7.241480349597364
863,4.305968422768802
864,7.980037925592866
865,8.372927691387211
866,4.611592329273463
867,3.038283723316886
868,4.6517109163586925
869,2.887135792746016
870,3.890189580567511
871,2.1057255024559827
872,4.128509597462699
873,7.550624750648264
874,4.235004205099971
875,8.081943354008992
876,8.426905991422377
877,4.9458165651536
878,2.7821680937131448
879,4.54842856241214
880,3.4299400193130443
881,4.227662163537261
882,2.2959862560045625
883,3.7801049697672537
884,7.554086923942557
885,4.304633862005307
886,7.893240775436613
887,8.773107275441006
888,5.023516213597607
889,2.3756513472275627
890,4.358663476731674
891,3.408129619001733
892,4.39581642264184
893,2.1437714827776846
894,3.622717544568946
895,7.129843153672464
896,4.351082665587751
897,7.198899930353379
898,8.917739018630517
899,4.755249012843121
900,2.1383479555577587
901,4.474459144696153
902,3.0014002681660443
903,4.188981633355672
904,1.907703011244699
905,4.0834865539470355
906,7.337099524439711
907,4.24884006164683
908,6.414140390713517
909,8.347226303271972
910,4.736714348234731
911,2.989556830366037
912,4.893662719211935
913,2.600115137642749
914,3.6239963511176505
915,2.094709331980548
916,4.307116900464319
917,6.755277804774198
918,4.352304006833021
919,6.546044606767714
920,7.987627961739834
921,4.713144504002529
922,3.791686764746397
923,4.996725202993673
924,2.945848958639118
925,3.6270459000939743
926,3.846130524646714
927,3.632160545037289
928,6.044264583225731
929,5.550213188638692
930,6.299839216907209
931,7.906873013197805
932,6.533016132870275
933,4.881841919073703
934,4.6666370988977075
935,2.2956582992544137
936,3.956374836117667
937,3.2364665986135837
938,3.727783938431305
939,5.9852073148657325
940,5.579518932776395
941,6.296352161562094
942,7.392013873261639
943,6.400814861142244
944,5.145468907346357
945,4.802681236517253
946,2.0790011251918843
947,4.02693631251652
948,2.54727378325861
949,3.7109116726146265
950,5.904706480522778
951,5.3855913922047325
952,5.947511172687611
953,7.344455956492067
954,6.222198587559098
955,5.027557730511994
956,4.721676061289033
957,2.2281545571101464
958,3.9800621987658946
959,2.436173499961354
960,3.6759252033802907
961,5.971738060501701
962,5.31322964084044
963,6.423621610870024
964,7.89000938022274
965,6.025399913039035
966,5.363941182187902
967,4.523827987063227
968,2.005017694700909
969,4.182392991384577
970,2.5423601350972302
971,3.627747735870323
972,6.252193737719688
973,5.355124803507577
974,7.309380366843724
975,9.829598639727362
976,6.182634046142642
977,5.616471722961736
978,4.758111637143135
979,1.9457175597958365
980,4.087026674436556
981,2.888176074592126
982,3.667150027606532
983,6.211821138874142
984,5.399142132927998
985,7.841162137920421
986,9.864950263244161
987,6.485487080356302
988,5.805279866545845
